Food_ID,Food_Name,Alias,Category,Meal_Type,Serving_Size,Calories_kcal,Protein_g,Carbs_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Veg_NonVeg,Health_Rating,WeightLoss,MuscleGain,WeightGain,HealthyLifestyle
1421,Pecan,Pecan,Dry Fruits,Nut,100g,691,9.2,13.9,72.0,9.6,4.0,0,Healthy,A,Yes,Yes,Yes,Yes
1422,Mixed Dry Fruits,Mixed Dry Fruits,Dry Fruits,Mixed,100g,560,16.0,35.0,42.0,8.0,18.0,10,Healthy,A,Yes,Yes,Yes,Yes
1423,Trail Mix,Trail Mix,Dry Fruits,Mixed,100g,520,14.0,42.0,34.0,7.0,22.0,80,Healthy,B,Moderate,Yes,Moderate,Moderate
1428,Sesame Seeds,Sesame Seeds,Seeds,Seed,100g,573,17.7,23.4,49.7,11.8,0.3,11,Healthy,A,Yes,Yes,Yes,Yes
1429,White Sesame Seeds,White Sesame Seeds,Seeds,Seed,100g,573,17.7,23.4,49.7,11.8,0.3,11,Healthy,A,Yes,Yes,Yes,Yes
1430,Black Sesame Seeds,Black Sesame Seeds,Seeds,Seed,100g,573,17.7,23.4,49.7,11.8,0.3,11,Healthy,A,Yes,Yes,Yes,Yes
1431,Watermelon Seeds,Watermelon Seeds,Seeds,Seed,100g,557,28.3,15.3,47.4,4.0,0.6,99,Healthy,A,Yes,Yes,Yes,Yes
1432,Melon Seeds,Melon Seeds,Seeds,Seed,100g,557,28.0,15.0,47.0,4.5,0.7,85,Healthy,A,Yes,Yes,Yes,Yes
1433,Garden Cress Seeds,Garden Cress Seeds,Seeds,Seed,100g,454,23.0,33.0,24.0,8.0,0.0,12,Healthy,A,Yes,Yes,Yes,Yes
1434,Sabja Seeds,Sabja Seeds,Seeds,Seed,100g,442,15.0,43.0,21.0,22.0,0.0,18,Healthy,A,Yes,Yes,Yes,Yes
1435,Basil Seeds,Basil Seeds,Seeds,Seed,100g,442,15.0,43.0,21.0,22.0,0.0,18,Healthy,A,Yes,Yes,Yes,Yes
1436,Hemp Seeds,Hemp Seeds,Seeds,Seed,100g,553,31.6,8.7,48.8,4.0,1.5,5,Healthy,A,Yes,Yes,Yes,Yes
1437,Poppy Seeds,Poppy Seeds,Seeds,Seed,100g,525,18.0,28.0,42.0,20.0,3.0,26,Healthy,A,Yes,Yes,Yes,Yes
1438,Lotus Seeds,Lotus Seeds,Seeds,Seed,100g,347,9.7,76.9,0.1,14.5,0.0,1,Healthy,A,Yes,Yes,Yes,Yes
1439,Red Onion,Red Onion,Vegetables,Raw Vegetable,100g,40,1.1,9.3,0.1,1.7,4.2,4,Healthy,A,Yes,Yes,Yes,Yes
1440,White Onion,White Onion,Vegetables,Raw Vegetable,100g,40,1.1,9.3,0.1,1.7,4.2,4,Healthy,A,Yes,Yes,Yes,Yes
1441,Cherry Tomato,Cherry Tomato,Vegetables,Raw Vegetable,100g,18,0.9,3.9,0.2,1.2,2.6,5,Healthy,A,Yes,Yes,Yes,Yes
1442,English Cucumber,English Cucumber,Vegetables,Raw Vegetable,100g,15,0.7,3.6,0.1,0.5,1.7,2,Healthy,A,Yes,Yes,Yes,Yes
1443,Beetroot,Beetroot,Vegetables,Raw Vegetable,100g,43,1.6,10.0,0.2,2.8,6.8,78,Healthy,A,Yes,Yes,Yes,Yes
1444,Radish,Radish,Vegetables,Raw Vegetable,100g,16,0.7,3.4,0.1,1.6,1.9,39,Healthy,A,Yes,Yes,Yes,Yes
1445,White Radish,White Radish,Vegetables,Raw Vegetable,100g,16,0.7,3.4,0.1,1.6,1.9,39,Healthy,A,Yes,Yes,Yes,Yes
1446,Cabbage,Cabbage,Vegetables,Raw Vegetable,100g,25,1.3,6.0,0.1,2.5,3.2,18,Healthy,A,Yes,Yes,Yes,Yes
1447,Purple Cabbage,Purple Cabbage,Vegetables,Raw Vegetable,100g,31,1.4,7.4,0.2,2.1,3.8,27,Healthy,A,Yes,Yes,Yes,Yes
1448,Lettuce,Lettuce,Vegetables,Raw Vegetable,100g,15,1.4,2.9,0.2,1.3,0.8,28,Healthy,A,Yes,Yes,Yes,Yes
1449,Green Capsicum,Green Capsicum,Vegetables,Raw Vegetable,100g,20,0.9,4.6,0.2,1.7,2.4,3,Healthy,A,Yes,Yes,Yes,Yes
1450,Red Capsicum,Red Capsicum,Vegetables,Raw Vegetable,100g,31,1.0,6.0,0.3,2.1,4.2,4,Healthy,A,Yes,Yes,Yes,Yes
1451,Yellow Capsicum,Yellow Capsicum,Vegetables,Raw Vegetable,100g,27,1.0,6.3,0.2,1.8,3.5,3,Healthy,A,Yes,Yes,Yes,Yes
1452,Broccoli,Broccoli,Vegetables,Raw Vegetable,100g,34,2.8,7.0,0.4,2.6,1.7,33,Healthy,A,Yes,Yes,Yes,Yes
1453,Cauliflower,Cauliflower,Vegetables,Raw Vegetable,100g,25,1.9,5.0,0.3,2.0,1.9,30,Healthy,A,Yes,Yes,Yes,Yes
1454,Baby Corn,Baby Corn,Vegetables,Raw Vegetable,100g,26,2.0,5.1,0.3,2.0,2.0,15,Healthy,A,Yes,Yes,Yes,Yes
1455,Palak,Palak,Vegetables,Leafy Vegetable,100g,23,2.9,3.6,0.4,2.2,0.4,79,Healthy,A,Yes,Yes,Yes,Yes
1456,Fenugreek Leaves,Fenugreek Leaves,Vegetables,Leafy Vegetable,100g,49,4.4,6.0,0.9,4.9,0.4,67,Healthy,A,Yes,Yes,Yes,Yes
1457,Methi Leaves,Methi Leaves,Vegetables,Leafy Vegetable,100g,49,4.4,6.0,0.9,4.9,0.4,67,Healthy,A,Yes,Yes,Yes,Yes
1458,Coriander Leaves,Coriander Leaves,Vegetables,Herb,100g,23,2.1,3.7,0.5,2.8,0.9,46,Healthy,A,Yes,Yes,Yes,Yes
1459,Coriander,Coriander,Vegetables,Herb,100g,23,2.1,3.7,0.5,2.8,0.9,46,Healthy,A,Yes,Yes,Yes,Yes
1460,Mint Leaves,Mint Leaves,Vegetables,Herb,100g,44,3.3,8.4,0.7,6.8,0.4,31,Healthy,A,Yes,Yes,Yes,Yes
1461,Mint,Mint,Vegetables,Herb,100g,44,3.3,8.4,0.7,6.8,0.4,31,Healthy,A,Yes,Yes,Yes,Yes
1462,Curry Leaves,Curry Leaves,Vegetables,Herb,100g,108,6.1,18.7,1.0,6.4,2.4,16,Healthy,A,Yes,Yes,Yes,Yes
1463,Spring Onion,Spring Onion,Vegetables,Raw Vegetable,100g,32,1.8,7.3,0.2,2.6,2.3,16,Healthy,A,Yes,Yes,Yes,Yes
1464,Garlic,Garlic,Vegetables,Herb,100g,149,6.4,33.0,0.5,2.1,1.0,17,Healthy,A,Yes,Yes,Yes,Yes
1465,Ginger,Ginger,Vegetables,Herb,100g,80,1.8,18.0,0.8,2.0,1.7,13,Healthy,A,Yes,Yes,Yes,Yes
1466,Green Chilli,Green Chilli,Vegetables,Raw Vegetable,100g,40,2.0,9.0,0.2,1.5,5.3,7,Healthy,A,Yes,Yes,Yes,Yes
1467,Lemon,Lemon,Vegetables,Citrus,1 Medium,17,0.6,5.4,0.2,1.6,1.5,2,Healthy,A,Yes,Yes,Yes,Yes
1468,Lime,Lime,Vegetables,Citrus,1 Medium,20,0.5,7.1,0.2,1.9,1.7,1,Healthy,A,Yes,Yes,Yes,Yes
1469,Celery,Celery,Vegetables,Raw Vegetable,100g,16,0.7,3.0,0.2,1.6,1.3,80,Healthy,A,Yes,Yes,Yes,Yes
1470,Parsley,Parsley,Vegetables,Herb,100g,36,3.0,6.3,0.8,3.3,0.9,56,Healthy,A,Yes,Yes,Yes,Yes
1471,Bottle Gourd,Bottle Gourd,Vegetables,Raw Vegetable,100g,15,0.6,3.7,0.1,1.2,2.5,2,Healthy,A,Yes,Yes,Yes,Yes
1472,Lauki,Lauki,Vegetables,Raw Vegetable,100g,15,0.6,3.7,0.1,1.2,2.5,2,Healthy,A,Yes,Yes,Yes,Yes
1473,Ridge Gourd,Ridge Gourd,Vegetables,Raw Vegetable,100g,20,0.7,4.4,0.2,1.1,2.9,3,Healthy,A,Yes,Yes,Yes,Yes
1474,Turai,Turai,Vegetables,Raw Vegetable,100g,20,0.7,4.4,0.2,1.1,2.9,3,Healthy,A,Yes,Yes,Yes,Yes
1475,Sponge Gourd,Sponge Gourd,Vegetables,Raw Vegetable,100g,20,0.7,4.4,0.2,1.1,2.9,3,Healthy,A,Yes,Yes,Yes,Yes
1476,Bitter Gourd,Bitter Gourd,Vegetables,Raw Vegetable,100g,17,1.0,3.7,0.2,2.8,1.7,6,Healthy,A,Yes,Yes,Yes,Yes
1477,Karela,Karela,Vegetables,Raw Vegetable,100g,17,1.0,3.7,0.2,2.8,1.7,6,Healthy,A,Yes,Yes,Yes,Yes
1478,Snake Gourd,Snake Gourd,Vegetables,Raw Vegetable,100g,18,0.5,4.3,0.3,1.0,2.5,2,Healthy,A,Yes,Yes,Yes,Yes
1479,Ash Gourd,Ash Gourd,Vegetables,Raw Vegetable,100g,13,0.4,3.0,0.2,0.6,2.0,1,Healthy,A,Yes,Yes,Yes,Yes
1480,Pumpkin,Pumpkin,Vegetables,Raw Vegetable,100g,26,1.0,6.5,0.1,0.5,2.8,1,Healthy,A,Yes,Yes,Yes,Yes
1481,Brinjal,Brinjal,Vegetables,Raw Vegetable,100g,25,1.0,6.0,0.2,3.0,3.5,2,Healthy,A,Yes,Yes,Yes,Yes
1482,Eggplant,Eggplant,Vegetables,Raw Vegetable,100g,25,1.0,6.0,0.2,3.0,3.5,2,Healthy,A,Yes,Yes,Yes,Yes
1483,Okra,Okra,Vegetables,Raw Vegetable,100g,33,1.9,7.5,0.2,3.2,1.5,7,Healthy,A,Yes,Yes,Yes,Yes
1484,Bhindi,Bhindi,Vegetables,Raw Vegetable,100g,33,1.9,7.5,0.2,3.2,1.5,7,Healthy,A,Yes,Yes,Yes,Yes
1485,Cluster Beans,Cluster Beans,Vegetables,Raw Vegetable,100g,30,3.2,10.8,0.4,5.4,4.5,4,Healthy,A,Yes,Yes,Yes,Yes
1486,Guar,Guar,Vegetables,Raw Vegetable,100g,30,3.2,10.8,0.4,5.4,4.5,4,Healthy,A,Yes,Yes,Yes,Yes
1487,French Beans,French Beans,Vegetables,Raw Vegetable,100g,31,1.8,7.0,0.2,3.4,3.3,6,Healthy,A,Yes,Yes,Yes,Yes
1488,Green Beans,Green Beans,Vegetables,Raw Vegetable,100g,31,1.8,7.0,0.2,3.4,3.3,6,Healthy,A,Yes,Yes,Yes,Yes
1489,Drumstick,Drumstick,Vegetables,Raw Vegetable,100g,37,2.1,8.5,0.2,3.2,3.0,42,Healthy,A,Yes,Yes,Yes,Yes
1490,Drumstick Pods,Drumstick Pods,Vegetables,Raw Vegetable,100g,37,2.1,8.5,0.2,3.2,3.0,42,Healthy,A,Yes,Yes,Yes,Yes
1491,Raw Papaya,Raw Papaya,Vegetables,Raw Vegetable,100g,43,0.5,11.0,0.3,1.7,7.8,8,Healthy,A,Yes,Yes,Yes,Yes
1492,Raw Banana,Raw Banana,Vegetables,Raw Vegetable,100g,89,1.1,23.0,0.3,2.6,12.0,1,Healthy,A,Yes,Yes,Yes,Yes
1493,Colocasia,Colocasia,Vegetables,Raw Vegetable,100g,112,1.5,26.0,0.2,4.1,0.4,6,Healthy,B,Moderate,Yes,Yes,Moderate
1494,Arbi,Arbi,Vegetables,Raw Vegetable,100g,112,1.5,26.0,0.2,4.1,0.4,6,Healthy,B,Moderate,Yes,Yes,Moderate
1495,Elephant Foot Yam,Elephant Foot Yam,Vegetables,Raw Vegetable,100g,118,1.5,28.0,0.2,5.0,0.5,9,Healthy,B,Moderate,Yes,Yes,Moderate
1496,Suran,Suran,Vegetables,Raw Vegetable,100g,118,1.5,28.0,0.2,5.0,0.5,9,Healthy,B,Moderate,Yes,Yes,Moderate
1497,Mushroom,Mushroom,Vegetables,Raw Vegetable,100g,22,3.1,3.3,0.3,1.0,2.0,5,Healthy,A,Yes,Yes,Yes,Yes
1498,Button Mushroom,Button Mushroom,Vegetables,Raw Vegetable,100g,22,3.1,3.3,0.3,1.0,2.0,5,Healthy,A,Yes,Yes,Yes,Yes
1499,Oyster Mushroom,Oyster Mushroom,Vegetables,Raw Vegetable,100g,33,3.3,6.1,0.4,2.3,1.1,18,Healthy,A,Yes,Yes,Yes,Yes
1500,Shiitake Mushroom,Shiitake Mushroom,Vegetables,Raw Vegetable,100g,34,2.2,6.8,0.5,2.5,2.4,9,Healthy,A,Yes,Yes,Yes,Yes
1502,Paddu,Paddu,Breakfast,Breakfast,6 Pieces,220,6.0,34.0,6.0,2.0,2.0,340,Healthy,B,Yes,No,Moderate,Moderate
1503,Kuzhi Paniyaram,Kuzhi Paniyaram,Breakfast,Breakfast,6 Pieces,225,6.0,35.0,6.0,2.0,2.0,345,Healthy,B,Yes,No,Moderate,Moderate
1505,Bedmi Puri,Bedmi Puri,Breakfast,Breakfast,2 Pieces,360,8.0,42.0,18.0,3.0,2.0,520,Healthy,C,Moderate,Moderate,Moderate,No
1507,Makki Roti,Makki Roti,Bread,"Lunch,Dinner",1 Piece,180,4.0,34.0,3.0,3.0,1.0,190,Healthy,A,Yes,Yes,Yes,Yes
1519,Sindhi Dal,Sindhi Dal,Dal,"Lunch,Dinner",1 Bowl,215,9.0,25.0,7.0,5.0,4.0,440,Healthy,A,Yes,Yes,Yes,Moderate
1525,Kadai Chicken,Kadai Chicken,Chicken,"Lunch,Dinner",1 Bowl,310,30.0,8.0,18.0,2.0,3.0,650,Healthy,B,Moderate,Yes,Yes,Moderate
1526,Handi Chicken,Handi Chicken,Chicken,"Lunch,Dinner",1 Bowl,320,31.0,8.0,19.0,2.0,3.0,670,Healthy,B,Moderate,Yes,Yes,Moderate
1527,Garlic Noodles,Garlic Noodles,Fast Food,"Lunch,Dinner",1 Plate,430,10.0,62.0,15.0,3.0,3.0,820,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1528,Burnt Garlic Noodles,Burnt Garlic Noodles,Fast Food,"Lunch,Dinner",1 Plate,450,11.0,63.0,16.0,3.0,3.0,860,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1529,Chilli Garlic Noodles,Chilli Garlic Noodles,Fast Food,"Lunch,Dinner",1 Plate,455,11.0,63.0,16.0,3.0,3.0,910,Fast Food,C,Moderate,Moderate,Moderate,Moderate
1530,Masala Corn,Masala Corn,Street Food,Snack,1 Cup,180,5.0,30.0,5.0,4.0,5.0,320,Healthy,A,Yes,Yes,Yes,Yes
1533,Anda Curry,Anda Curry,Non Veg,"Lunch,Dinner",1 Bowl,280,16.0,10.0,19.0,2.0,4.0,510,Healthy,A,Yes,Yes,Yes,Moderate
1534,Egg,Egg,Egg,Egg,1 Large (50g),72,6.3,0.4,4.8,0.0,0.2,71,Healthy,A,Yes,Yes,Yes,Yes
1538,Fried Egg,Fried Egg,Egg,Egg,1 Large,92,6.3,0.5,7.0,0.0,0.3,95,Healthy,B,Moderate,Yes,Yes,Moderate
1540,Half Fry,Half Fry,Egg,Egg,1 Large,92,6.3,0.5,7.0,0.0,0.3,95,Healthy,B,Moderate,Yes,Yes,Moderate
1543,Paneer Omelette,Paneer Omelette,Egg,Breakfast,2 Eggs,300,22.0,4.0,21.0,1.0,2.5,330,Healthy,A,Yes,Yes,Yes,Moderate
1544,Egg Noodles,Egg Noodles,Egg,Fast Food,1 Plate,460,15.0,58.0,18.0,3.0,4.0,850,Fast Food,C,Moderate,Yes,Moderate,Moderate
1546,Gulab Jamun,Gulab Jamun,Dessert,Sweet,2 Pieces,300,4.5,46.0,10.0,1.2,34.0,170,Dessert,C,Moderate,Moderate,Moderate,No
1547,Kala Jamun,Kala Jamun,Dessert,Sweet,2 Pieces,315,4.5,47.0,11.0,1.2,35.0,180,Dessert,C,Moderate,Moderate,Moderate,No
1548,Rasgulla,Rasgulla,Dessert,Sweet,2 Pieces,240,5.5,46.0,3.5,0.5,42.0,95,Dessert,B,Moderate,No,Moderate,No
1549,Rajbhog,Rajbhog,Dessert,Sweet,1 Piece,220,5.5,34.0,7.0,0.5,30.0,90,Dessert,B,Moderate,No,Moderate,No
1550,Rasmalai,Rasmalai,Dessert,Sweet,2 Pieces,290,8.0,34.0,13.0,0.5,28.0,110,Dessert,C,Moderate,No,Moderate,No
1551,Cham Cham,Cham Cham,Dessert,Sweet,2 Pieces,280,6.0,42.0,9.0,0.8,32.0,100,Dessert,C,Moderate,No,Moderate,No
1552,Sandesh,Sandesh,Dessert,Sweet,2 Pieces,235,9.0,26.0,10.0,0.5,22.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1553,Milk Cake,Milk Cake,Dessert,Sweet,50g,210,7.5,22.0,11.0,0.3,20.0,95,Dessert,C,Moderate,No,Moderate,No
1554,Kalakand,Kalakand,Dessert,Sweet,50g,205,7.0,21.0,11.0,0.3,19.0,90,Dessert,C,Moderate,No,Moderate,No
1555,Peda,Peda,Dessert,Sweet,2 Pieces,220,7.0,24.0,11.0,0.4,22.0,95,Dessert,C,Moderate,No,Moderate,No
1556,Kesar Peda,Kesar Peda,Dessert,Sweet,2 Pieces,225,7.0,25.0,11.0,0.4,23.0,95,Dessert,C,Moderate,No,Moderate,No
1557,Doodh Peda,Doodh Peda,Dessert,Sweet,2 Pieces,220,7.0,24.0,11.0,0.4,22.0,95,Dessert,C,Moderate,No,Moderate,No
1558,Malai Peda,Malai Peda,Dessert,Sweet,2 Pieces,235,7.5,24.0,12.0,0.4,22.0,100,Dessert,C,Moderate,No,Moderate,No
1559,Rabri,Rabri,Dessert,Sweet,100g,245,6.5,24.0,14.0,0.3,22.0,80,Dessert,C,Moderate,No,Moderate,No
1560,Basundi,Basundi,Dessert,Sweet,100g,230,6.0,23.0,13.0,0.2,21.0,85,Dessert,C,Moderate,No,Moderate,No
1561,Kaju Katli,Kaju Katli,Dessert,Sweet,2 Pieces,210,5.0,22.0,11.0,1.2,18.0,35,Dessert,B,Moderate,No,Moderate,Moderate
1562,Kaju Roll,Kaju Roll,Dessert,Sweet,2 Pieces,225,5.2,23.0,12.0,1.2,19.0,40,Dessert,B,Moderate,No,Moderate,Moderate
1563,Milk Barfi,Milk Barfi,Dessert,Sweet,50g,205,6.5,22.0,10.0,0.5,19.0,90,Dessert,B,Moderate,No,Moderate,Moderate
1564,Plain Barfi,Plain Barfi,Dessert,Sweet,50g,200,6.2,21.0,10.0,0.5,18.0,85,Dessert,B,Moderate,No,Moderate,Moderate
1565,Coconut Barfi,Coconut Barfi,Dessert,Sweet,50g,220,3.0,22.0,14.0,2.5,18.0,40,Dessert,C,Moderate,No,Moderate,No
1566,Chocolate Barfi,Chocolate Barfi,Dessert,Sweet,50g,230,4.0,24.0,13.0,1.5,20.0,85,Dessert,C,Moderate,No,Moderate,No
1567,Badam Barfi,Badam Barfi,Dessert,Sweet,50g,235,6.5,19.0,15.0,2.5,16.0,20,Dessert,B,Moderate,No,Moderate,Moderate
1568,Pista Barfi,Pista Barfi,Dessert,Sweet,50g,230,6.0,20.0,14.0,2.0,17.0,30,Dessert,B,Moderate,No,Moderate,Moderate
1569,Besan Barfi,Besan Barfi,Dessert,Sweet,50g,215,5.0,24.0,11.0,2.0,18.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1570,Mawa Barfi,Mawa Barfi,Dessert,Sweet,50g,225,7.0,20.0,13.0,0.5,18.0,90,Dessert,C,Moderate,No,Moderate,No
1571,Khoya Barfi,Khoya Barfi,Dessert,Sweet,50g,225,7.0,20.0,13.0,0.5,18.0,90,Dessert,C,Moderate,No,Moderate,No
1572,Anjeer Barfi,Anjeer Barfi,Dessert,Sweet,50g,210,4.5,26.0,10.0,3.5,18.0,20,Dessert,B,Moderate,No,Moderate,Moderate
1573,Dry Fruit Barfi,Dry Fruit Barfi,Dessert,Sweet,50g,240,6.0,22.0,15.0,2.5,18.0,35,Dessert,B,Moderate,No,Moderate,Moderate
1574,Mixed Dry Fruit Barfi,Mixed Dry Fruit Barfi,Dessert,Sweet,50g,245,6.2,22.0,15.5,2.5,18.0,35,Dessert,B,Moderate,No,Moderate,Moderate
1575,Soan Papdi,Soan Papdi,Dessert,Sweet,50g,265,4.0,31.0,13.0,1.0,22.0,90,Dessert,C,Moderate,No,Moderate,No
1576,Besan Ladoo,Besan Ladoo,Dessert,Sweet,2 Pieces,245,5.5,26.0,13.0,2.0,18.0,95,Dessert,C,Moderate,No,Moderate,No
1577,Motichoor Ladoo,Motichoor Ladoo,Dessert,Sweet,2 Pieces,280,4.0,35.0,14.0,1.2,24.0,110,Dessert,C,Moderate,No,Moderate,No
1578,Boondi Ladoo,Boondi Ladoo,Dessert,Sweet,2 Pieces,285,4.0,36.0,14.0,1.2,25.0,115,Dessert,C,Moderate,No,Moderate,No
1579,Rava Ladoo,Rava Ladoo,Dessert,Sweet,2 Pieces,255,4.5,30.0,13.0,1.5,20.0,90,Dessert,C,Moderate,No,Moderate,No
1580,Coconut Ladoo,Coconut Ladoo,Dessert,Sweet,2 Pieces,265,3.5,24.0,17.0,3.0,18.0,45,Dessert,C,Moderate,No,Moderate,No
1581,Dry Fruit Ladoo,Dry Fruit Ladoo,Dessert,Sweet,2 Pieces,275,6.5,22.0,18.0,3.5,16.0,35,Dessert,B,Moderate,No,Moderate,Moderate
1582,Gond Ladoo,Gond Ladoo,Dessert,Sweet,2 Pieces,290,5.0,28.0,18.0,2.5,18.0,85,Dessert,C,Moderate,No,Moderate,No
1583,Til Ladoo,Til Ladoo,Dessert,Sweet,2 Pieces,260,6.0,24.0,16.0,3.5,16.0,25,Dessert,B,Moderate,No,Moderate,Moderate
1584,Peanut Ladoo,Peanut Ladoo,Dessert,Sweet,2 Pieces,255,8.0,20.0,17.0,3.0,15.0,30,Dessert,B,Moderate,No,Moderate,Moderate
1585,Atta Ladoo,Atta Ladoo,Dessert,Sweet,2 Pieces,270,5.5,29.0,15.0,2.5,18.0,90,Dessert,C,Moderate,No,Moderate,No
1586,Methi Ladoo,Methi Ladoo,Dessert,Sweet,2 Pieces,265,6.0,24.0,17.0,3.5,15.0,80,Dessert,B,Moderate,No,Moderate,Moderate
1587,Badam Ladoo,Badam Ladoo,Dessert,Sweet,2 Pieces,270,7.5,20.0,18.0,3.5,14.0,25,Dessert,B,Moderate,No,Moderate,Moderate
1588,Kaju Ladoo,Kaju Ladoo,Dessert,Sweet,2 Pieces,275,6.5,21.0,18.0,2.8,15.0,30,Dessert,B,Moderate,No,Moderate,Moderate
1589,Protein Ladoo,Protein Ladoo,Dessert,Healthy Sweet,2 Pieces,220,10.0,18.0,12.0,4.0,10.0,55,Healthy,A,Yes,Yes,Yes,Yes
1590,Dates Ladoo,Dates Ladoo,Dessert,Healthy Sweet,2 Pieces,235,4.5,28.0,11.0,4.5,18.0,20,Healthy,A,Yes,Yes,Yes,Moderate
1591,Gajar Halwa,Gajar Halwa,Dessert,Sweet,1 Bowl (150g),320,5.0,42.0,14.0,4.0,28.0,140,Dessert,C,Moderate,Moderate,Moderate,No
1592,Moong Dal Halwa,Moong Dal Halwa,Dessert,Sweet,1 Bowl (150g),410,8.5,38.0,24.0,3.5,24.0,170,Dessert,D,No,Moderate,Moderate,No
1593,Sooji Halwa,Sooji Halwa,Dessert,Sweet,1 Bowl (150g),340,4.5,48.0,14.0,2.0,30.0,150,Dessert,C,Moderate,Moderate,Moderate,No
1594,Rava Halwa,Rava Halwa,Dessert,Sweet,1 Bowl (150g),340,4.5,48.0,14.0,2.0,30.0,150,Dessert,C,Moderate,Moderate,Moderate,No
1595,Atta Halwa,Atta Halwa,Dessert,Sweet,1 Bowl (150g),355,5.5,44.0,16.0,3.5,24.0,145,Dessert,C,Moderate,Moderate,Moderate,No
1596,Badam Halwa,Badam Halwa,Dessert,Sweet,1 Bowl (150g),390,9.0,30.0,26.0,4.5,22.0,120,Dessert,C,Moderate,Moderate,Moderate,No
1597,Lauki Halwa,Lauki Halwa,Dessert,Sweet,1 Bowl (150g),265,4.5,34.0,11.0,2.5,22.0,105,Dessert,B,Moderate,No,Moderate,Moderate
1598,Pumpkin Halwa,Pumpkin Halwa,Dessert,Sweet,1 Bowl (150g),250,3.5,35.0,10.0,2.5,22.0,100,Dessert,B,Moderate,No,Moderate,Moderate
1599,Karachi Halwa,Karachi Halwa,Dessert,Sweet,100g,360,1.0,82.0,4.0,0.5,52.0,95,Dessert,D,No,No,Moderate,No
1600,Ash Gourd Halwa,Ash Gourd Halwa,Dessert,Sweet,1 Bowl (150g),245,3.5,36.0,9.0,2.5,22.0,95,Dessert,B,Moderate,No,Moderate,Moderate
1601,Beetroot Halwa,Beetroot Halwa,Dessert,Sweet,1 Bowl (150g),285,5.0,38.0,12.0,3.0,24.0,120,Dessert,B,Moderate,No,Moderate,Moderate
1602,Carrot Beetroot Halwa,Carrot Beetroot Halwa,Dessert,Sweet,1 Bowl (150g),295,5.2,39.0,12.5,3.5,24.0,125,Dessert,B,Moderate,No,Moderate,Moderate
1603,Pineapple Halwa,Pineapple Halwa,Dessert,Sweet,1 Bowl (150g),275,3.5,42.0,10.0,2.0,26.0,115,Dessert,B,Moderate,No,Moderate,Moderate
1604,Kesari,Kesari,Dessert,Sweet,1 Bowl (150g),335,4.5,47.0,14.0,2.0,30.0,150,Dessert,C,Moderate,Moderate,Moderate,No
1606,Vanilla Ice Cream,Vanilla Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),155,2.8,18.0,8.0,0.0,16.0,55,Dessert,C,Moderate,No,Moderate,No
1607,Chocolate Ice Cream,Chocolate Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),170,3.2,20.0,9.0,1.0,18.0,60,Dessert,C,Moderate,No,Moderate,No
1608,Butterscotch Ice Cream,Butterscotch Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),175,3.0,21.0,9.0,0.5,19.0,65,Dessert,C,Moderate,No,Moderate,No
1609,Strawberry Ice Cream,Strawberry Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),160,2.9,19.0,8.0,0.5,17.0,55,Dessert,C,Moderate,No,Moderate,No
1610,Mango Ice Cream,Mango Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),168,2.8,22.0,8.0,0.5,19.0,55,Dessert,C,Moderate,No,Moderate,No
1611,Kesar Pista Ice Cream,Kesar Pista Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),180,3.5,20.0,10.0,0.8,18.0,60,Dessert,C,Moderate,No,Moderate,No
1612,Pista Ice Cream,Pista Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),178,3.4,20.0,10.0,0.8,18.0,60,Dessert,C,Moderate,No,Moderate,No
1613,Black Currant Ice Cream,Black Currant Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),170,3.0,21.0,9.0,0.6,18.0,60,Dessert,C,Moderate,No,Moderate,No
1614,Coffee Ice Cream,Coffee Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),168,3.0,20.0,9.0,0.5,17.0,58,Dessert,C,Moderate,No,Moderate,No
1615,Chocolate Chip Ice Cream,Chocolate Chip Ice Cream,Dessert,Frozen Dessert,1 Scoop (75g),185,3.2,22.0,10.0,1.0,19.0,65,Dessert,C,Moderate,No,Moderate,No
1616,Kulfi,Kulfi,Dessert,Frozen Dessert,1 Stick (80g),210,5.0,22.0,12.0,0.2,20.0,70,Dessert,C,Moderate,No,Moderate,No
1617,Malai Kulfi,Malai Kulfi,Dessert,Frozen Dessert,1 Stick (80g),220,5.5,22.0,13.0,0.2,20.0,75,Dessert,C,Moderate,No,Moderate,No
1618,Kesar Kulfi,Kesar Kulfi,Dessert,Frozen Dessert,1 Stick (80g),225,5.5,23.0,13.0,0.2,21.0,75,Dessert,C,Moderate,No,Moderate,No
